graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.396669+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.249,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:41.650905+00:00,study2_semantic,probe_random_edits,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:41.666142+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:41.675627+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,4e-05,4e-05,1.0,,,0,,2,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:41.688674+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,4e-05,4e-05,1.0,,,0,,3,4,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:41.628503+00:00,study2_semantic,probe_skel_only,,none,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.172,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.383109+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.522,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,1.88429,0.3247,0.92302,,,0,,2,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.518780+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.427,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,1,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:41.950899+00:00,study2_semantic,oracle,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:41.703236+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.25,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:41.955784+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.022,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:41.805008+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.39,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.44477,0.88198,,,0,,1,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.983841+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.229,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,18,18,0,0.857143,-1,-1,1.38629,0.0,1.0,,,0,,2,0,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:42.200149+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.256,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,20,20,0,0.857143,-1,-1,2.05691,0.31346,0.92653,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.963668+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.525,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,0.46957,0.88927,,,0,,2,2,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:41.585519+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.57241,0.44477,0.88198,,,0,,0,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:42.578408+00:00,study2_semantic,probe_random_edits,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,0,1,1.0,1,1,0.0,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:42.594082+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:42.492125+00:00,study2_semantic,probe_skel_only,,none,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.16,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:42.653634+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,3,4,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:41.909381+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,300,150,1,0,4,0,success,,0.843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.57241,0.44477,0.88198,,,0,,0,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:42.217688+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.558,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,0.60405,0.8584,,,0,,2,2,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:42.778819+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,1,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:42.791543+00:00,study2_semantic,oracle,,none,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:42.794620+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.008,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:42.671530+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.377,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.33076,0.9211,,,0,,1,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:42.757774+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.362,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.33076,0.9211,,,0,,1,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:42.804469+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.492,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,1.40111,0.444,,,0,,3,4,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:43.300163+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,48,48,1,1.0,1,1,0.0,0.0,1.0,,,0,,1,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:42.461379+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.5507,0.33076,0.9211,,,0,,0,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:43.121953+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.244,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.53651,0.84592,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:43.051491+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.384,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.53651,0.84592,,,0,,2,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:43.439527+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0,0.0,1.0,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:43.344776+00:00,study2_semantic,probe_skel_only,,none,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.136,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:42.608436+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,5,4,300,150,1,0,4,0,success,,0.897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,0.0779,0.00389,0.99959,,,0,,0,4,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:43.511106+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.276,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.53651,0.84592,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:43.370686+00:00,study2_semantic,probe_random_edits,,none,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.55,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,0,0,0.857143,-1,-1,1.09861,1.54085,0.41355,,,,,3,4,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:43.451249+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.518,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,1.40111,0.444,,,0,,3,4,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:43.971836+00:00,study2_semantic,oracle,,none,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:43.973972+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.012,0.75,0.75,0.75,0.8571428571428571,0.75,0.75,0.75,2,0.0,1,0,4,0,1,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,
earthquake,named,20260820T064424Z,2026-08-20T06:44:43.990131+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.014,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,48,0,0.888889,-1,-1,0.0,0.0,1.0,,,0,,2,2,1,0.75,4,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:44.005876+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.014,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,48,0,0.888889,-1,-1,0.0,0.0,1.0,,,0,,2,2,1,0.75,4,0,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:43.484265+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.604,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09861,1.2985,0.45682,,,0,,3,2,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:44.091535+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.013,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,48,0,0.888889,-1,-1,0.0,0.0,1.0,,,0,,2,2,1,0.75,4,0,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:43.790732+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.4,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.09861,0.53651,0.84592,,,0,,1,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:43.925802+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,0.322,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.09861,0.53651,0.84592,,,0,,0,1,1,0.857143,3,0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:44.253618+00:00,study2_semantic,probe_random_edits,,none,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.016,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,0,0,0.888889,-1,-1,0.0,0.0,1.0,,,,,4,4,,0.75,4,0,0.5,1,1,,,,,,,,,
earthquake,named,20260820T064424Z,2026-08-20T06:44:43.313502+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,5,4,300,150,1,0,4,0,success,,1.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.65827,0.53651,0.84592,,,0,,0,2,1,0.857143,3,0,0.5,0,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:44.324157+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.013,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,48,0,0.888889,-1,-1,0.00027,0.00027,0.99998,,,0,,3,3,1,0.75,4,0,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:44.339156+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.014,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,48,48,0,0.888889,-1,-1,0.0,0.0,1.0,,,0,,2,2,1,0.75,4,0,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:44.194973+00:00,study2_semantic,probe_skel_only,,none,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.226,0.75,0.75,0.75,0.8571428571428571,0.75,0.75,0.75,2,0.0,1,0,4,0,1,12,0,0,0.75,-1,-1,2.07944,0.0,1.0,,,,,,,,0.75,4,0,0.5,0,0,,,,,,,,,
earthquake,named,20260820T064424Z,2026-08-20T06:44:44.022739+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.764,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,0.9473,0.0,1.0,,,0,,3,1,1,0.75,4,0,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,named,20260820T064424Z,2026-08-20T06:44:44.108493+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.869,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,0.47274,0.69052,0.6375,,,0,,1,2,1,0.75,4,0,0.5,1,1,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:44.981003+00:00,study2_semantic,oracle,,none,-1,20260827,2654168354,5,4,300,150,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T064424Z,2026-08-20T06:44:44.986074+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260827,2654168354,5,4,300,150,1,0,4,0,success,,0.013,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,1.0,0,0,5,0,0,,,,,,,,,,,,,,,,,0.888889,,,,,,,,,,,,,,
earthquake,anon,20260820T064424Z,2026-08-20T06:44:44.357264+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.646,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.30086,0.55767,0.83697,,,0,,1,1,1,0.75,4,0,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,anon,20260820T064424Z,2026-08-20T06:44:44.424965+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.671,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.30086,0.55767,0.83697,,,0,,1,1,1,0.75,4,0,0.5,1,0,0,0,0,0,0,0,0,0.0,0.0
earthquake,shared,20260820T064424Z,2026-08-20T06:44:44.271867+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260826,2654168223,5,4,300,150,1,0,4,0,success,,0.876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,0,1,1.0,2,1,0.27251,0.0,1.0,,,,,1,1,,0.75,4,0,0.5,1,1,,,,,,,,,
earthquake,named,20260820T064424Z,2026-08-20T06:44:45.003784+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260827,2654168354,5,4,300,150,1,0,4,0,success,,0.339,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,0.76603,0.49776,0.87995,,,0,,0,2,1,0.888889,0,5,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
